CustomerID,TotalOrders,Quantity,TotalPrice,Cluster,Customer Segment
12514.0,1,180,251.28,0,Low Spending Customers
12515.0,1,96,99.6,0,Low Spending Customers
12516.0,2,834,1147.98,0,Low Spending Customers
12517.0,3,60,54.68,0,Low Spending Customers
12518.0,5,555,382.2,0,Low Spending Customers
12519.0,1,48,28.800000000000004,0,Low Spending Customers
12520.0,4,838,808.06,0,Low Spending Customers
12521.0,1,20,41.6,0,Low Spending Customers
12522.0,2,158,57.18,0,Low Spending Customers
12523.0,9,440,307.44,0,Low Spending Customers
12524.0,8,3403,3207.56,0,Low Spending Customers
12526.0,1,104,70.24000000000001,0,Low Spending Customers
12527.0,2,168,197.52,0,Low Spending Customers
12528.0,5,430,441.92,0,Low Spending Customers
12530.0,4,546,545.22,0,Low Spending Customers
12532.0,1,24,9.36,0,Low Spending Customers
12534.0,1,203,164.3,0,Low Spending Customers
12535.0,2,60,60.599999999999994,0,Low Spending Customers
12536.0,1,1290,876.72,0,Low Spending Customers
12538.0,1,68,35.16,0,Low Spending Customers
12539.0,4,1074,1737.94,0,Low Spending Customers
12540.0,17,4710,5685.08,0,Low Spending Customers
12541.0,3,442,391.0,0,Low Spending Customers
12545.0,2,396,479.64,0,Low Spending Customers
12546.0,1,128,51.519999999999996,0,Low Spending Customers
12547.0,2,132,151.79999999999998,0,Low Spending Customers
12548.0,1,48,67.19999999999999,0,Low Spending Customers
12550.0,1,171,75.18,0,Low Spending Customers
12552.0,1,25,10.5,0,Low Spending Customers
12553.0,10,926,962.86,0,Low Spending Customers
12556.0,2,60,34.8,0,Low Spending Customers
12557.0,5,4384,11990.960000000001,0,Low Spending Customers
12558.0,1,128,208.2,0,Low Spending Customers
12559.0,2,236,366.66,0,Low Spending Customers
12560.0,2,367,367.94,0,Low Spending Customers
12561.0,1,136,85.8,0,Low Spending Customers
12562.0,7,613,809.1,0,Low Spending Customers
12564.0,1,60,113.39999999999999,0,Low Spending Customers
12565.0,1,60,81.83999999999999,0,Low Spending Customers
12566.0,1,195,110.69999999999999,0,Low Spending Customers
12567.0,10,2019,1948.3799999999999,0,Low Spending Customers
12569.0,15,1064,1220.0,0,Low Spending Customers
12571.0,2,296,228.64000000000001,0,Low Spending Customers
12572.0,2,86,65.19999999999999,0,Low Spending Customers
12573.0,1,36,50.64,0,Low Spending Customers
12574.0,1,12,15.0,0,Low Spending Customers
12576.0,5,492,481.76,0,Low Spending Customers
12577.0,2,96,112.8,0,Low Spending Customers
12578.0,2,706,969.38,0,Low Spending Customers
12579.0,1,116,62.0,0,Low Spending Customers
12580.0,1,152,202.39999999999998,0,Low Spending Customers
12581.0,1,25,10.5,0,Low Spending Customers
12582.0,2,232,202.16,0,Low Spending Customers
12583.0,15,4286,4762.5,0,Low Spending Customers
12584.0,3,66,178.14000000000001,0,Low Spending Customers
12585.0,2,1161,1227.1,0,Low Spending Customers
12586.0,1,24,2.88,0,Low Spending Customers
12587.0,1,40,83.2,0,Low Spending Customers
12589.0,2,128,151.35999999999999,0,Low Spending Customers
12590.0,1,4252,9138.76,0,Low Spending Customers
12591.0,1,156,159.0,0,Low Spending Customers
12592.0,2,244,329.8,0,Low Spending Customers
12593.0,1,48,90.0,0,Low Spending Customers
12594.0,9,1262,1863.02,0,Low Spending Customers
12596.0,2,409,229.61999999999998,0,Low Spending Customers
12597.0,3,1180,611.06,0,Low Spending Customers
12598.0,7,1448,1517.3799999999999,0,Low Spending Customers
12599.0,7,828,724.48,0,Low Spending Customers
12600.0,10,547,1809.0900000000001,0,Low Spending Customers
12601.0,5,180,288.84,0,Low Spending Customers
12602.0,1,112,54.400000000000006,0,Low Spending Customers
12603.0,1,56,613.1999999999999,0,Low Spending Customers
12604.0,2,132,102.6,0,Low Spending Customers
12607.0,1,577,402.5,0,Low Spending Customers
12609.0,2,380,293.0,0,Low Spending Customers
12610.0,4,428,399.2,0,Low Spending Customers
12611.0,1,408,274.08,0,Low Spending Customers
12612.0,1,186,269.34000000000003,0,Low Spending Customers
12613.0,4,850,1123.02,0,Low Spending Customers
12614.0,1,12,15.0,0,Low Spending Customers
12615.0,4,754,764.72,0,Low Spending Customers
12616.0,1,72,100.79999999999998,0,Low Spending Customers
12617.0,1,20,25.0,0,Low Spending Customers
12618.0,1,50,21.0,0,Low Spending Customers
12619.0,8,3100,2446.7599999999998,0,Low Spending Customers
12620.0,3,675,462.58,0,Low Spending Customers
12621.0,20,5216,7826.92,0,Low Spending Customers
12622.0,1,36,40.199999999999996,0,Low Spending Customers
12623.0,1,113,131.29999999999998,0,Low Spending Customers
12624.0,2,212,200.64000000000001,0,Low Spending Customers
12625.0,2,1531,2186.12,0,Low Spending Customers
12626.0,8,1664,2166.06,0,Low Spending Customers
12627.0,6,1213,1054.76,0,Low Spending Customers
12628.0,3,193,227.54,0,Low Spending Customers
12630.0,2,128,66.88,0,Low Spending Customers
12631.0,1,48,26.400000000000002,0,Low Spending Customers
12633.0,3,677,802.18,0,Low Spending Customers
12635.0,2,660,567.48,0,Low Spending Customers
12637.0,5,1110,1403.04,0,Low Spending Customers
12638.0,1,418,209.46,0,Low Spending Customers
12639.0,1,144,203.4,0,Low Spending Customers
12640.0,1,24,59.760000000000005,0,Low Spending Customers
12641.0,1,24,13.200000000000001,0,Low Spending Customers
12642.0,3,268,439.56,0,Low Spending Customers
12643.0,6,1788,3041.64,0,Low Spending Customers
12644.0,1,124,96.84,0,Low Spending Customers
12645.0,4,784,1044.04,0,Low Spending Customers
12646.0,2,756,886.44,0,Low Spending Customers
12647.0,11,1042,1761.36,0,Low Spending Customers
12648.0,1,56,79.28,0,Low Spending Customers
12649.0,2,510,404.35999999999996,0,Low Spending Customers
12650.0,1,96,109.92000000000002,0,Low Spending Customers
12651.0,1,60,51.0,0,Low Spending Customers
12652.0,1,372,412.08,0,Low Spending Customers
12653.0,2,852,2078.2,0,Low Spending Customers
12654.0,3,60,97.79999999999998,0,Low Spending Customers
12656.0,5,1224,2063.66,0,Low Spending Customers
12657.0,3,793,482.58000000000004,0,Low Spending Customers
12658.0,1,140,151.8,0,Low Spending Customers
12659.0,1,96,43.68000000000001,0,Low Spending Customers
12660.0,1,36,23.400000000000002,0,Low Spending Customers
12662.0,10,807,867.38,0,Low Spending Customers
12664.0,9,1164,4323.4800000000005,0,Low Spending Customers
12665.0,1,36,45.0,0,Low Spending Customers
12667.0,1,232,90.8,0,Low Spending Customers
12668.0,4,1104,1818.08,0,Low Spending Customers
12669.0,2,795,690.78,0,Low Spending Customers
12670.0,5,912,1599.22,0,Low Spending Customers
12672.0,1,39,71.85,0,Low Spending Customers
12673.0,2,110,120.9,0,Low Spending Customers
12674.0,4,758,800.86,0,Low Spending Customers
12676.0,6,531,746.38,0,Low Spending Customers
12678.0,9,10792,15967.18,0,Low Spending Customers
12679.0,4,344,420.16,0,Low Spending Customers
12680.0,1,84,27.96,0,Low Spending Customers
12681.0,22,5133,6374.2,0,Low Spending Customers
12682.0,29,3072,4627.38,0,Low Spending Customers
12683.0,13,3497,4547.1,0,Low Spending Customers
12684.0,6,1684,1494.84,0,Low Spending Customers
12685.0,6,468,363.28000000000003,0,Low Spending Customers
12686.0,1,96,62.64,0,Low Spending Customers
12688.0,1,2309,2456.02,0,Low Spending Customers
12689.0,1,72,92.63999999999999,0,Low Spending Customers
12690.0,1,48,99.96000000000001,0,Low Spending Customers
12691.0,5,280,658.8,0,Low Spending Customers
12693.0,3,96,114.72,0,Low Spending Customers
12694.0,2,384,316.2,0,Low Spending Customers
12695.0,2,108,57.0,0,Low Spending Customers
12697.0,3,363,410.28999999999996,0,Low Spending Customers
12700.0,4,1626,1599.1799999999998,0,Low Spending Customers
12701.0,2,527,350.34,0,Low Spending Customers
12704.0,6,548,652.24,0,Low Spending Customers
12705.0,8,2473,2518.16,0,Low Spending Customers
12707.0,1,132,121.91999999999999,0,Low Spending Customers
12708.0,7,635,734.76,0,Low Spending Customers
12709.0,15,3375,7546.91,0,Low Spending Customers
12710.0,3,524,400.76,0,Low Spending Customers
12712.0,11,550,1443.18,0,Low Spending Customers
12713.0,1,220,176.88,0,Low Spending Customers
12714.0,5,1550,1488.54,0,Low Spending Customers
12715.0,1,24,6.959999999999999,0,Low Spending Customers
12716.0,2,278,151.28,0,Low Spending Customers
12717.0,2,396,470.28,0,Low Spending Customers
12718.0,1,48,13.92,0,Low Spending Customers
12719.0,2,180,121.80000000000001,0,Low Spending Customers
12720.0,22,3145,1834.42,0,Low Spending Customers
12721.0,6,1385,1005.02,0,Low Spending Customers
12722.0,2,250,221.88,0,Low Spending Customers
12723.0,2,195,203.43,0,Low Spending Customers
12724.0,4,74,99.4,0,Low Spending Customers
12725.0,1,72,75.6,0,Low Spending Customers
12726.0,7,2918,2021.3999999999999,0,Low Spending Customers
12727.0,7,1790,2254.7,0,Low Spending Customers
12728.0,4,256,298.47999999999996,0,Low Spending Customers
12729.0,1,80,60.16,0,Low Spending Customers
12731.0,12,7864,15148.16,0,Low Spending Customers
12732.0,1,32,40.0,0,Low Spending Customers
12733.0,1,48,45.599999999999994,0,Low Spending Customers
12734.0,1,88,110.39999999999999,0,Low Spending Customers
12735.0,2,248,201.72,0,Low Spending Customers
12736.0,1,168,144.0,0,Low Spending Customers
12738.0,1,144,110.4,0,Low Spending Customers
12739.0,1,219,116.7,0,Low Spending Customers
12740.0,1,168,126.80000000000001,0,Low Spending Customers
12743.0,2,124,61.98,0,Low Spending Customers
12744.0,4,4731,6612.55,0,Low Spending Customers
12747.0,10,912,2817.24,0,Low Spending Customers
12748.0,101,15624,12531.33,0,Low Spending Customers
12749.0,4,497,546.18,0,Low Spending Customers
12750.0,1,75,31.5,0,Low Spending Customers
12752.0,1,2236,4241.68,0,Low Spending Customers
12753.0,5,11385,21271.11,0,Low Spending Customers
12754.0,1,6432,2949.12,0,Low Spending Customers
12755.0,1,1488,3794.3999999999996,0,Low Spending Customers
12756.0,1,144,112.07999999999998,0,Low Spending Customers
12757.0,7,980,1556.99,0,Low Spending Customers
12758.0,2,1998,2440.76,0,Low Spending Customers
12759.0,3,503,520.8199999999999,0,Low Spending Customers
12762.0,2,648,669.12,0,Low Spending Customers
12763.0,2,280,369.48,0,Low Spending Customers
12764.0,1,243,780.63,0,Low Spending Customers
12766.0,7,2451,2901.98,0,Low Spending Customers
12769.0,1,268,728.52,0,Low Spending Customers
12770.0,1,743,1351.45,0,Low Spending Customers
12772.0,1,188,123.2,0,Low Spending Customers
12775.0,5,712,859.12,0,Low Spending Customers
12778.0,6,724,524.84,0,Low Spending Customers
12779.0,7,1498,2015.1,0,Low Spending Customers
12781.0,2,650,711.74,0,Low Spending Customers
12782.0,5,674,903.6,0,Low Spending Customers
12783.0,4,120,65.75999999999999,0,Low Spending Customers
12784.0,1,73,75.3,0,Low Spending Customers
12785.0,1,32,61.8,0,Low Spending Customers
12787.0,3,206,291.96,0,Low Spending Customers
12790.0,1,96,40.32,0,Low Spending Customers
12791.0,1,96,177.60000000000002,0,Low Spending Customers
12792.0,1,145,162.54,0,Low Spending Customers
12793.0,2,190,277.98,0,Low Spending Customers
12794.0,2,329,306.16,0,Low Spending Customers
12797.0,1,96,104.88,0,Low Spending Customers
12798.0,3,5256,6977.04,0,Low Spending Customers
12802.0,1,252,209.28,0,Low Spending Customers
12808.0,1,24,30.0,0,Low Spending Customers
12809.0,1,144,132.96,0,Low Spending Customers
12811.0,1,48,33.6,0,Low Spending Customers
12812.0,1,72,39.6,0,Low Spending Customers
12814.0,1,48,85.92,0,Low Spending Customers
12815.0,2,238,259.26,0,Low Spending Customers
12816.0,1,12,10.2,0,Low Spending Customers
12817.0,1,52,126.03999999999999,0,Low Spending Customers
12818.0,1,900,1027.0800000000002,0,Low Spending Customers
12820.0,4,336,221.0,0,Low Spending Customers
12821.0,1,60,55.8,0,Low Spending Customers
12822.0,2,240,226.72,0,Low Spending Customers
12823.0,5,230,1759.5,0,Low Spending Customers
12824.0,1,16,13.28,0,Low Spending Customers
12826.0,6,525,402.02,0,Low Spending Customers
12828.0,4,152,189.28,0,Low Spending Customers
12829.0,2,360,72.0,0,Low Spending Customers
12830.0,6,9848,6814.64,0,Low Spending Customers
12831.0,1,104,121.8,0,Low Spending Customers
12833.0,1,92,109.16,0,Low Spending Customers
12834.0,1,76,124.48000000000002,0,Low Spending Customers
12836.0,3,471,356.67,0,Low Spending Customers
12838.0,1,48,52.56,0,Low Spending Customers
12839.0,13,1769,1960.1399999999999,0,Low Spending Customers
12840.0,4,1144,1877.52,0,Low Spending Customers
12841.0,23,1362,1243.67,0,Low Spending Customers
12842.0,2,425,705.62,0,Low Spending Customers
12843.0,7,432,611.92,0,Low Spending Customers
12845.0,2,179,282.29999999999995,0,Low Spending Customers
12847.0,1,567,494.66999999999996,0,Low Spending Customers
12849.0,2,550,771.14,0,Low Spending Customers
12852.0,1,96,117.6,0,Low Spending Customers
12853.0,4,412,473.0,0,Low Spending Customers
12854.0,3,146,279.26,0,Low Spending Customers
12855.0,1,24,20.4,0,Low Spending Customers
12856.0,4,162,156.18,0,Low Spending Customers
12857.0,1,132,222.6,0,Low Spending Customers
12863.0,1,164,446.8,0,Low Spending Customers
12864.0,1,204,136.92,0,Low Spending Customers
12865.0,2,216,119.28,0,Low Spending Customers
12866.0,1,39,41.099999999999994,0,Low Spending Customers
12867.0,7,2257,1278.09,0,Low Spending Customers
12868.0,6,560,471.52,0,Low Spending Customers
12871.0,2,144,295.2,0,Low Spending Customers
12872.0,2,100,161.68,0,Low Spending Customers
12873.0,1,120,306.0,0,Low Spending Customers
12875.0,2,2019,343.2300000000001,0,Low Spending Customers
12876.0,2,1616,1299.8,0,Low Spending Customers
12877.0,11,504,552.8000000000001,0,Low Spending Customers
12878.0,2,420,546.24,0,Low Spending Customers
12879.0,3,354,547.02,0,Low Spending Customers
12882.0,2,186,1034.04,0,Low Spending Customers
12883.0,2,42,24.3,0,Low Spending Customers
12885.0,3,209,163.70000000000002,0,Low Spending Customers
12886.0,2,420,324.36,0,Low Spending Customers
12888.0,2,60,187.92000000000002,0,Low Spending Customers
12890.0,1,85,47.34,0,Low Spending Customers
12891.0,3,950,331.0,0,Low Spending Customers
12893.0,1,18,37.44,0,Low Spending Customers
12895.0,1,48,26.400000000000002,0,Low Spending Customers
12897.0,2,104,186.8,0,Low Spending Customers
12901.0,28,22994,17498.59,0,Low Spending Customers
12902.0,1,48,40.08,0,Low Spending Customers
12904.0,2,75,67.37,0,Low Spending Customers
12906.0,5,1532,2325.32,0,Low Spending Customers
12908.0,2,1200,750.0,0,Low Spending Customers
12909.0,5,956,744.4399999999999,0,Low Spending Customers
12910.0,8,1510,2654.2200000000003,0,Low Spending Customers
12912.0,5,622,1439.1,0,Low Spending Customers
12913.0,5,1296,2120.16,0,Low Spending Customers
12915.0,2,40,57.199999999999996,0,Low Spending Customers
12916.0,4,667,1134.3,0,Low Spending Customers
12917.0,1,120,594.0,0,Low Spending Customers
12919.0,6,414,706.58,0,Low Spending Customers
12920.0,1,86,35.04,0,Low Spending Customers
12921.0,32,6167,8316.28,0,Low Spending Customers
12922.0,1,312,269.28,0,Low Spending Customers
12924.0,4,432,802.8000000000001,0,Low Spending Customers
12925.0,2,168,113.03999999999999,0,Low Spending Customers
12928.0,5,1018,1091.8,0,Low Spending Customers
12929.0,1,24,20.4,0,Low Spending Customers
12930.0,2,164,146.35999999999999,0,Low Spending Customers
12931.0,15,27998,42049.6,2,Moderate Spending Customers
12933.0,2,286,109.41999999999999,0,Low Spending Customers
12935.0,6,1311,944.46,0,Low Spending Customers
12936.0,4,316,504.76,0,Low Spending Customers
12937.0,3,369,340.65999999999997,0,Low Spending Customers
12938.0,1,72,20.879999999999995,0,Low Spending Customers
12939.0,8,4876,11581.8,0,Low Spending Customers
12940.0,1,72,18.48,0,Low Spending Customers
12942.0,3,39,46.349999999999994,0,Low Spending Customers
12944.0,2,144,184.79999999999998,0,Low Spending Customers
12945.0,1,52,73.0,0,Low Spending Customers
12947.0,6,870,676.4399999999999,0,Low Spending Customers
12948.0,5,405,352.1,0,Low Spending Customers
12949.0,6,1432,1610.92,0,Low Spending Customers
12950.0,3,1368,1834.0,0,Low Spending Customers
12951.0,5,213,220.73999999999998,0,Low Spending Customers
12952.0,1,144,83.04,0,Low Spending Customers
12955.0,11,3114,3532.2599999999998,0,Low Spending Customers
12957.0,7,1416,1215.3,0,Low Spending Customers
12963.0,4,359,415.2,0,Low Spending Customers
12965.0,1,24,30.0,0,Low Spending Customers
12967.0,2,406,1178.1,0,Low Spending Customers
12968.0,1,48,96.0,0,Low Spending Customers
12970.0,2,61,25.619999999999997,0,Low Spending Customers
12971.0,83,8533,9023.99,0,Low Spending Customers
12976.0,1,515,623.7,0,Low Spending Customers
12980.0,9,880,7165.200000000001,0,Low Spending Customers
12981.0,2,40,26.48,0,Low Spending Customers
12982.0,1,232,249.07999999999998,0,Low Spending Customers
12985.0,2,1037,368.1,0,Low Spending Customers
12987.0,2,112,150.8,0,Low Spending Customers
12989.0,14,2848,6708.52,0,Low Spending Customers
12990.0,3,130,266.5,0,Low Spending Customers
12991.0,1,245,140.0,0,Low Spending Customers
12993.0,3,60,47.16,0,Low Spending Customers
12994.0,3,199,138.78,0,Low Spending Customers
12995.0,1,108,211.32,0,Low Spending Customers
12997.0,4,396,416.71999999999997,0,Low Spending Customers
12999.0,2,266,194.28,0,Low Spending Customers
13000.0,3,300,268.8,0,Low Spending Customers
13001.0,13,4225,6531.490000000001,0,Low Spending Customers
13002.0,1,66,95.69999999999999,0,Low Spending Customers
13003.0,3,84,105.0,0,Low Spending Customers
13004.0,16,2863,1966.72,0,Low Spending Customers
13005.0,2,100,125.0,0,Low Spending Customers
13006.0,1,48,11.52,0,Low Spending Customers
13008.0,1,132,138.11999999999998,0,Low Spending Customers
13012.0,5,516,770.28,0,Low Spending Customers
13013.0,10,1317,1812.88,0,Low Spending Customers
13014.0,6,381,1066.98,0,Low Spending Customers
13015.0,5,884,893.52,0,Low Spending Customers
13016.0,2,240,166.56,0,Low Spending Customers
13017.0,1,48,204.0,0,Low Spending Customers
13018.0,21,3377,2861.1,0,Low Spending Customers
13021.0,8,743,801.58,0,Low Spending Customers
13023.0,1,60,24.12,0,Low Spending Customers
13026.0,5,1548,907.1999999999999,0,Low Spending Customers
13027.0,6,17280,6912.0,0,Low Spending Customers
13028.0,2,516,290.84,0,Low Spending Customers
13029.0,2,48,831.5999999999999,0,Low Spending Customers
13030.0,2,96,53.519999999999996,0,Low Spending Customers
13032.0,1,20,17.0,0,Low Spending Customers
13034.0,2,108,108.24,0,Low Spending Customers
13035.0,2,568,747.28,0,Low Spending Customers
13037.0,3,256,293.20000000000005,0,Low Spending Customers
13038.0,3,294,648.06,0,Low Spending Customers
13040.0,2,74,30.36,0,Low Spending Customers
13043.0,1,228,295.32,0,Low Spending Customers
13044.0,1,376,244.32,0,Low Spending Customers
13045.0,1,89,106.9,0,Low Spending Customers
13046.0,2,84,67.56,0,Low Spending Customers
13047.0,6,665,605.78,0,Low Spending Customers
13048.0,4,314,291.40999999999997,0,Low Spending Customers
13049.0,2,234,517.98,0,Low Spending Customers
13050.0,16,2276,1840.96,0,Low Spending Customers
13052.0,1,179,199.65,0,Low Spending Customers
13055.0,2,427,260.78,0,Low Spending Customers
13058.0,1,25,123.75,0,Low Spending Customers
13060.0,1,96,179.28,0,Low Spending Customers
13061.0,1,24,20.4,0,Low Spending Customers
13062.0,1,324,202.07999999999998,0,Low Spending Customers
13064.0,3,208,201.2,0,Low Spending Customers
13065.0,1,36,45.839999999999996,0,Low Spending Customers
13066.0,1,99,61.5,0,Low Spending Customers
13068.0,2,200,344.0,0,Low Spending Customers
13069.0,20,4388,2023.3,0,Low Spending Customers
13070.0,1,40,83.2,0,Low Spending Customers
13072.0,1,48,85.2,0,Low Spending Customers
13075.0,1,398,728.0,0,Low Spending Customers
13077.0,3,636,308.4,0,Low Spending Customers
13078.0,25,4152,7263.320000000001,0,Low Spending Customers
13079.0,2,40,125.2,0,Low Spending Customers
13080.0,1,120,58.08,0,Low Spending Customers
13081.0,10,16398,19774.17,0,Low Spending Customers
13082.0,7,4139,2995.78,0,Low Spending Customers
13083.0,2,48,18.72,0,Low Spending Customers
13085.0,2,168,208.8,0,Low Spending Customers
13089.0,86,24823,39161.71,2,Moderate Spending Customers
13090.0,13,1500,6479.36,0,Low Spending Customers
13091.0,1,376,210.51999999999998,0,Low Spending Customers
13092.0,2,196,53.08,0,Low Spending Customers
13093.0,8,3626,5785.72,0,Low Spending Customers
13094.0,12,1716,1927.3200000000002,0,Low Spending Customers
13095.0,1,120,42.0,0,Low Spending Customers
13097.0,10,1091,1263.46,0,Low Spending Customers
13098.0,28,14413,22709.63,0,Low Spending Customers
13099.0,1,288,207.35999999999999,0,Low Spending Customers
13101.0,1,90,41.34,0,Low Spending Customers
13102.0,23,3318,3956.56,0,Low Spending Customers
13103.0,1,16,27.04,0,Low Spending Customers
13104.0,6,396,895.8,0,Low Spending Customers
13106.0,1,18,76.5,0,Low Spending Customers
13107.0,4,1177,1123.7,0,Low Spending Customers
13108.0,1,288,337.56,0,Low Spending Customers
13109.0,2,318,235.64,0,Low Spending Customers
13110.0,3,60,177.00000000000003,0,Low Spending Customers
13113.0,23,2239,9940.630000000001,0,Low Spending Customers
13115.0,3,1019,959.32,0,Low Spending Customers
13116.0,1,149,82.5,0,Low Spending Customers
